단축코드,한글종목약명,시장구분
057050,현대홈쇼핑,KOSPI
093240,형지엘리트,KOSPI
003010,혜인,KOSPI
111110,호전실업,KOSPI
008775,호텔신라우,KOSPI
008770,호텔신라,KOSPI
002460,화성산업,KOSPI
378850,화승알앤에이,KOSPI
241590,화승엔터프라이즈,KOSPI
006060,화승인더,KOSPI
013520,화승코퍼레이션,KOSPI
010690,화신,KOSPI
133820,화인베스틸,KOSPI
010660,화천기계,KOSPI
000850,화천기공,KOSPI
016580,환인제약,KOSPI
032560,황금에스티,KOSPI
004800,효성,KOSPI
094280,효성ITX,KOSPI
298040,효성중공업,KOSPI
298050,효성첨단소재,KOSPI
298020,효성티앤씨,KOSPI
298000,효성화학,KOSPI
093370,후성,KOSPI
081660,휠라홀딩스,KOSPI
005870,휴니드,KOSPI
079980,휴비스,KOSPI
005010,휴스틸,KOSPI
069260,휴켐스,KOSPI
000545,흥국화재우,KOSPI
000547,흥국화재2우B,KOSPI
000540,흥국화재,KOSPI
003280,흥아해운,KOSPI
